Iteration,TestCaseID,TransactionType,CurrentDate,RowType,Status,PassCount,FailCount, Compare Result,Quote Number
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 14:54,Field: CompositeCoverage,PASS,1,0,"$3,062 ",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 14:54,Field: NonCompositeCoverage,PASS,1,0,"$1,697 ",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 14:54,Field: ServiceTax,PASS,1,0,$0.00 ,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 14:54,Field: TotalPremium,FAIL,0,1,"FAIL|$4,759.00|$4759.00",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form1,PASS,1,0,ASICNOT 00040818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form2,PASS,1,0,IL00171198,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form3,PASS,1,0,IL09850115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form4,PASS,1,0,IL00210908,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form5,PASS,1,0,CG21450798,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form6,PASS,1,0,CG04241093,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form7,PASS,1,0,CG00010413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form8,PASS,1,0,CG28010196,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form9,PASS,1,0,CG20270413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form10,PASS,1,0,CG22680997,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form11,PASS,1,0,CG00400413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form12,PASS,1,0,CG21060514,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form13,PASS,1,0,CG21840115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form14,PASS,1,0,ASICGL00720818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form15,PASS,1,0,ASICGL00500818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form16,PASS,1,0,ASICGL00240818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form17,PASS,1,0,ASICGL00390818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form18,PASS,1,0,ASICGL00710818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form19,PASS,1,0,ASICGL00510818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form20,PASS,1,0,ASICGL00400818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form21,PASS,1,0,ASICGL00290818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form22,PASS,1,0,ASICGL00380818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form23,PASS,1,0,ASICGL00690818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form24,PASS,1,0,ASICGL01090918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form25,PASS,1,0,ASICGL00250818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form26,PASS,1,0,ASICGL00150718,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form27,PASS,1,0,ASICGL00450818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form28,PASS,1,0,ASICGL00260818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form29,PASS,1,0,CG28200897,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form30,PASS,1,0,ASIC AF00140119,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 14:56,Field: Form31,PASS,1,0,ASICAF 00040918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 14:57,Field: CommissionPercentage,PASS,1,0,20%,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 14:57,Field: CommissionNetAmount,FAIL,0,1,FAIL|$951.80|951.80,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CompareDocuments,3/8/2019 15:11,Field: DownloadedFileName;RenameToFileName,FAIL,0,1,"FAIL|Mismatch found in 3 page(s) of PDF document.|
Expected page Count: 85, 
Actual page Count: 85, 
Total Pages Compared: 85, 
Total Pages Matched: 82, 
Results saved at: D:\WorkspaceAtegrity\iTAFCommon\URBAN_HO\Resources\Results\PDFMismatchResults\FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate\CompareDocuments\08March2019_15_14_58",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form1,PASS,1,0,ASICNOT 00040818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form2,PASS,1,0,IL00171198,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form3,PASS,1,0,IL09850115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form4,PASS,1,0,IL00210908,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form5,PASS,1,0,CG21450798,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form6,PASS,1,0,CG04241093,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form7,PASS,1,0,CG00010413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form8,PASS,1,0,CG28010196,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form9,PASS,1,0,CG20270413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form10,PASS,1,0,CG22680997,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form11,PASS,1,0,CG00400413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form12,PASS,1,0,CG21060514,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form13,PASS,1,0,CG21840115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form14,PASS,1,0,ASICGL00720818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form15,PASS,1,0,ASICGL00500818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form16,PASS,1,0,ASICGL00240818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form17,PASS,1,0,ASICGL00390818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form18,PASS,1,0,ASICGL00710818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form19,PASS,1,0,ASICGL00510818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form20,PASS,1,0,ASICGL00400818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form21,PASS,1,0,ASICGL00290818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form22,PASS,1,0,ASICGL00380818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form23,PASS,1,0,ASICGL00690818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form24,PASS,1,0,ASICGL01090918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form25,PASS,1,0,ASICGL00250818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form26,PASS,1,0,ASICGL00150718,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form27,PASS,1,0,ASICGL00450818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form28,PASS,1,0,ASICGL00260818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form29,PASS,1,0,CG28200897,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form30,PASS,1,0,ASIC AF00140119,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 15:18,Field: Form31,PASS,1,0,ASICAF 00040918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 15:19,Field: CommissionPercentage,PASS,1,0,20%,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 15:19,Field: CommissionNetAmount,FAIL,0,1,FAIL|$895.60|951.80,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CompareDocuments_Binder,3/8/2019 15:21,Field: DownloadedFileName;RenameToFileName,FAIL,0,1,"FAIL|Mismatch found in 10 page(s) of PDF document.|
Expected page Count: 85, 
Actual page Count: 92, 
Total Pages Compared: 85, 
Total Pages Matched: 75, 
Results saved at: D:\WorkspaceAtegrity\iTAFCommon\URBAN_HO\Resources\Results\PDFMismatchResults\FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate\CompareDocuments_Binder\08March2019_15_24_24",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 18:10,Field: TransactionPremium,PASS,1,0,"$4,759 ",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 18:10,Field: CompositeCoverage,PASS,1,0,"$3,062 ",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 18:10,Field: NonCompositeCoverage,PASS,1,0,"$1,697 ",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 18:10,Field: ServiceTax,PASS,1,0,$0.00 ,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,PremiumSummaryVerification,3/8/2019 18:10,Field: TotalPremium,FAIL,0,1,"FAIL|$4,759.00|$4759.00",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form1,PASS,1,0,ASICNOT 00040818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form2,PASS,1,0,IL00171198,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form3,PASS,1,0,IL09850115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form4,PASS,1,0,IL00210908,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form5,PASS,1,0,CG21450798,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form6,PASS,1,0,CG04241093,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form7,PASS,1,0,CG00010413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form8,PASS,1,0,CG28010196,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form9,PASS,1,0,CG20270413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form10,PASS,1,0,CG22680997,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form11,PASS,1,0,CG00400413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form12,PASS,1,0,CG21060514,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form13,PASS,1,0,CG21840115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form14,PASS,1,0,ASICGL00720818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form15,PASS,1,0,ASICGL00500818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form16,PASS,1,0,ASICGL00240818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form17,PASS,1,0,ASICGL00390818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form18,PASS,1,0,ASICGL00710818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form19,PASS,1,0,ASICGL00510818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form20,PASS,1,0,ASICGL00400818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form21,PASS,1,0,ASICGL00290818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form22,PASS,1,0,ASICGL00380818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form23,PASS,1,0,ASICGL00690818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form24,PASS,1,0,ASICGL01090918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form25,PASS,1,0,ASICGL00250818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form26,PASS,1,0,ASICGL00150718,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form27,PASS,1,0,ASICGL00450818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form28,PASS,1,0,ASICGL00260818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form29,PASS,1,0,CG28200897,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form30,PASS,1,0,ASIC AF00140119,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:11,Field: Form31,PASS,1,0,ASICAF 00040918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 18:13,Field: CommissionPercentage,PASS,1,0,20%,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 18:13,Field: CommissionNetAmount,FAIL,0,1,FAIL|$951.80|951.80,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CompareDocuments,3/8/2019 18:14,Field: DownloadedFileName;RenameToFileName,FAIL,0,1,"FAIL|Mismatch found in 3 page(s) of PDF document.|
Expected page Count: 85, 
Actual page Count: 85, 
Total Pages Compared: 85, 
Total Pages Matched: 82, 
Results saved at: D:\WorkspaceAtegrity\iTAFCommon\URBAN_HO\Resources\Results\PDFMismatchResults\FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate\CompareDocuments\08March2019_18_17_32",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form1,PASS,1,0,ASICNOT 00040818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form2,PASS,1,0,IL00171198,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form3,PASS,1,0,IL09850115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form4,PASS,1,0,IL00210908,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form5,PASS,1,0,CG21450798,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form6,PASS,1,0,CG04241093,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form7,PASS,1,0,CG00010413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form8,PASS,1,0,CG28010196,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form9,PASS,1,0,CG20270413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form10,PASS,1,0,CG22680997,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form11,PASS,1,0,CG00400413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form12,PASS,1,0,CG21060514,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form13,PASS,1,0,CG21840115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form14,PASS,1,0,ASICGL00720818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form15,PASS,1,0,ASICGL00500818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form16,PASS,1,0,ASICGL00240818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form17,PASS,1,0,ASICGL00390818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form18,PASS,1,0,ASICGL00710818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form19,PASS,1,0,ASICGL00510818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form20,PASS,1,0,ASICGL00400818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form21,PASS,1,0,ASICGL00290818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form22,PASS,1,0,ASICGL00380818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form23,PASS,1,0,ASICGL00690818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form24,PASS,1,0,ASICGL01090918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form25,PASS,1,0,ASICGL00250818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form26,PASS,1,0,ASICGL00150718,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form27,PASS,1,0,ASICGL00450818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form28,PASS,1,0,ASICGL00260818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form29,PASS,1,0,CG28200897,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form30,PASS,1,0,ASIC AF00140119,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:21,Field: Form31,PASS,1,0,ASICAF 00040918,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 18:22,Field: CommissionPercentage,PASS,1,0,20%,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CommissionsTab,3/8/2019 18:22,Field: CommissionNetAmount,FAIL,0,1,FAIL|$895.60|951.80,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,CompareDocuments_Binder,3/8/2019 18:24,Field: DownloadedFileName;RenameToFileName,FAIL,0,1,"FAIL|Mismatch found in 10 page(s) of PDF document.|
Expected page Count: 85, 
Actual page Count: 92, 
Total Pages Compared: 85, 
Total Pages Matched: 75, 
Results saved at: D:\WorkspaceAtegrity\iTAFCommon\URBAN_HO\Resources\Results\PDFMismatchResults\FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate\CompareDocuments_Binder\08March2019_18_27_49",
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form1,FAIL,0,1,FAIL|Form is not present|ASICNOT 00040818,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form2,PASS,1,0,IL00171198,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form3,PASS,1,0,IL09850115,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form4,PASS,1,0,IL00210908,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form5,PASS,1,0,CG21450798,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form6,PASS,1,0,CG04241093,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form7,PASS,1,0,CG00010413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form8,PASS,1,0,CG28010196,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form9,PASS,1,0,CG20270413,
,FUNC-GL_LA_SC005_TC001_NB_ENDR_Cancel _Reinstate,OutputFormsVerification,3/8/2019 18:38,Field: Form10,PASS,1,0,CG22680997,
